loss accuracy precision recall f1
0.6911567348756267 0.6133391455972101 0.5738353973933973 0.560480546914749 0.5571705179624488
0.6429044262886879 0.6342632955536182 0.6019379789985295 0.5867869724546116 0.5865907580019311
0.6232981461489211 0.6543156059285091 0.6269744659884648 0.6093338421211946 0.610807704592945
0.617346872530923 0.6787271142109852 0.6575522216130937 0.6325706345679489 0.6353747394460134
0.6056455231378052 0.6887532693984307 0.6682375928888169 0.660533840833124 0.6631889865786883
0.5988171418646469 0.7131647776809067 0.6957953183559518 0.6820252977053023 0.686240191965997
0.5885295518710495 0.7231909328683522 0.7063778978460472 0.7032253286189951 0.7046338555958451
0.5681874974457825 0.7388840453356582 0.724201413075928 0.7122104256429083 0.7164693625860457
0.5553075895168101 0.7545771578029643 0.7400452904937782 0.7384307114657598 0.739201690081574
0.5474791256572853 0.7580645161290323 0.744298335389891 0.7373245808940498 0.7402348591732493
0.5372554975275174 0.7676547515257193 0.7539614994114483 0.7527178288283066 0.753319747481503
0.519265292100316 0.7807323452484742 0.7691550953321822 0.7608962716798372 0.7643412695543735
0.5146782367044463 0.7925021795989537 0.7811398586252387 0.7758708966903027 0.7782274836546086
0.5130142704133065 0.7794245858761988 0.7668385357084491 0.7628927810086881 0.7646921929227077
0.4876071494251308 0.8064516129032258 0.7986104565041745 0.7856272259468928 0.7907713393365559
0.49265199509930796 0.8077593722755013 0.8031024522930325 0.782758048830754 0.7900064078253932
0.47585812130489863 0.8125544899738448 0.805650609809599 0.7916545910054034 0.7971586333737198
0.45965219645678945 0.8295553618134264 0.8230522798660154 0.8117331955097861 0.8164487164768951
0.4423298124863775 0.8395815170008718 0.8323153268812957 0.8250792163378866 0.8283008168907062
0.4192285113679708 0.8570183086312119 0.8517889492753623 0.842674259842469 0.8466683784301499
0.4036951439216434 0.8748910200523103 0.8738458762864971 0.8586584101345389 0.8649289016879733
0.38864606676043484 0.8901482127288579 0.8896674346388861 0.8757994087756246 0.8816712517193948
0.3828631586475589 0.8949433304272014 0.8927305732615467 0.88316878232252 0.8874204888137075
0.3663121483693875 0.9040976460331299 0.8972703351726957 0.9006092573629332 0.898860750564334
0.36026831097257794 0.9075850043591979 0.9103283164534829 0.8929581183865628 0.9001494694655234
0.34680955349723463 0.9224062772449869 0.9207432781714795 0.9141098466552029 0.9171851232897827
0.33224931632110943 0.9306887532693985 0.9281925670051945 0.9245182616200063 0.9262799090085019
0.32025258231391673 0.9367916303400174 0.9361167861490378 0.9294547919444068 0.9325541874982639
0.31439874145188534 0.9428945074106364 0.9408471948342253 0.9378819934179595 0.9393169119017517
0.2979656508827376 0.9507410636442895 0.9475733346197293 0.9481559660206993 0.9478627450388833
0.29785462223974224 0.9533565823888405 0.9514192832415542 0.9496171210335478 0.9505008736931154
0.2955781492650665 0.951176983435048 0.9519339097399621 0.9443634033399669 0.9478673601236276
0.29090374495116333 0.95640802092415 0.9566435710744017 0.950776384514816 0.953539579255726
0.2910679864592415 0.958151700087184 0.9585143792896474 0.952623155644003 0.9553979960854968
0.26093939437799696 0.981691368788143 0.979831359712461 0.9814815709308242 0.9806424392439244
0.25220687054714747 0.9821272885789015 0.9833806777773714 0.9787798429842018 0.9809817758363366
0.23514355341039123 0.995640802092415 0.9949619069049762 0.9958194060706764 0.9953870828668134
0.23059933437091326 0.9969485614646905 0.9975438596491228 0.9960045662100456 0.9967631754260955
0.21882737150583043 0.9995640802092415 0.999429874572406 0.9996473906911143 0.9995384078289573
0.2145189120651019 0.9995640802092415 0.9996476391825229 0.9994292237442922 0.9995382063766574
0.2108477565030378 1.0 1.0 1.0 1.0
0.20850234626164724 1.0 1.0 1.0 1.0
0.2064418376999101 1.0 1.0 1.0 1.0
0.20542750736891754 1.0 1.0 1.0 1.0
0.20447379979447064 1.0 1.0 1.0 1.0
0.2036039689986105 1.0 1.0 1.0 1.0
0.2031217806216625 1.0 1.0 1.0 1.0
0.20256368409267383 1.0 1.0 1.0 1.0
0.20252368132134782 1.0 1.0 1.0 1.0
0.2021234540598436 1.0 1.0 1.0 1.0
0.20202022110158294 1.0 1.0 1.0 1.0
0.2019289610379659 1.0 1.0 1.0 1.0
0.20184166533279752 1.0 1.0 1.0 1.0
0.20181338269500598 1.0 1.0 1.0 1.0
0.20167500263935811 1.0 1.0 1.0 1.0
0.20162571422307515 1.0 1.0 1.0 1.0
0.20148016373385735 1.0 1.0 1.0 1.0
0.2013785537679817 1.0 1.0 1.0 1.0
0.2014370347067077 1.0 1.0 1.0 1.0
0.20120668951698042 1.0 1.0 1.0 1.0
0.20143080880149303 1.0 1.0 1.0 1.0
0.20134194331680472 1.0 1.0 1.0 1.0
0.20106672637859635 1.0 1.0 1.0 1.0
0.20145431558464336 1.0 1.0 1.0 1.0
0.2013483022541821 1.0 1.0 1.0 1.0
0.20116163152347155 1.0 1.0 1.0 1.0
0.2013143790526918 1.0 1.0 1.0 1.0
0.20120774047106582 1.0 1.0 1.0 1.0
0.20105768019153225 1.0 1.0 1.0 1.0
0.20114909989374455 1.0 1.0 1.0 1.0
0.20097293870388785 1.0 1.0 1.0 1.0
0.2010550727611432 1.0 1.0 1.0 1.0
0.20098864980230358 1.0 1.0 1.0 1.0
0.20116679317138458 1.0 1.0 1.0 1.0
0.20096977253841544 1.0 1.0 1.0 1.0
0.20110868472271415 1.0 1.0 1.0 1.0
0.20092202729521988 1.0 1.0 1.0 1.0
0.20091504310667774 1.0 1.0 1.0 1.0
0.2007455867378215 1.0 1.0 1.0 1.0
0.20103506472387206 1.0 1.0 1.0 1.0
0.20108238426414696 1.0 1.0 1.0 1.0
0.20111536293728205 1.0 1.0 1.0 1.0
0.20110772689114265 1.0 1.0 1.0 1.0
0.20100096858057023 1.0 1.0 1.0 1.0
0.20084514800839146 1.0 1.0 1.0 1.0
0.2010640125224771 1.0 1.0 1.0 1.0
0.20101545578308905 1.0 1.0 1.0 1.0
0.20073348081101514 1.0 1.0 1.0 1.0
0.20100714127291985 1.0 1.0 1.0 1.0
0.2010246083958833 1.0 1.0 1.0 1.0
0.20101758429769234 1.0 1.0 1.0 1.0
0.20088048135080644 1.0 1.0 1.0 1.0
0.20087329761402026 1.0 1.0 1.0 1.0
0.200668162019126 1.0 1.0 1.0 1.0
0.2008406781277245 1.0 1.0 1.0 1.0
0.20056911957399057 1.0 1.0 1.0 1.0
0.2007846848904411 1.0 1.0 1.0 1.0
0.20077152800954937 1.0 1.0 1.0 1.0
0.20079020572519343 1.0 1.0 1.0 1.0
0.2007210556070183 1.0 1.0 1.0 1.0
0.2010786061507261 1.0 1.0 1.0 1.0
0.20131793101143608 1.0 1.0 1.0 1.0
0.2013330434651196 1.0 1.0 1.0 1.0
0.20097973664740218 1.0 1.0 1.0 1.0
0.20102947737303836 1.0 1.0 1.0 1.0
0.20124252838161372 1.0 1.0 1.0 1.0
0.20112994326231473 1.0 1.0 1.0 1.0
0.20116016816968177 1.0 1.0 1.0 1.0
