loss accuracy precision recall f1
0.20092661690483327 1.0 1.0 1.0 1.0
0.2008107991039805 1.0 1.0 1.0 1.0
0.20076635305842006 1.0 1.0 1.0 1.0
0.20081554835218912 1.0 1.0 1.0 1.0
0.20061750337156714 1.0 1.0 1.0 1.0
0.20062476692765094 1.0 1.0 1.0 1.0
0.20091427152013405 1.0 1.0 1.0 1.0
0.2007923076333642 1.0 1.0 1.0 1.0
0.20064786131109688 1.0 1.0 1.0 1.0
0.20065650840167285 1.0 1.0 1.0 1.0
0.2008574268770093 1.0 1.0 1.0 1.0
0.20076085883010025 1.0 1.0 1.0 1.0
0.20071604029448425 1.0 1.0 1.0 1.0
0.20078089347380396 1.0 1.0 1.0 1.0
0.20051762282380667 1.0 1.0 1.0 1.0
0.20059228047351788 1.0 1.0 1.0 1.0
0.20067194013254686 1.0 1.0 1.0 1.0
0.20056832138101433 1.0 1.0 1.0 1.0
0.20073493086158867 1.0 1.0 1.0 1.0
0.2007228781476474 1.0 1.0 1.0 1.0
0.2008043071344404 1.0 1.0 1.0 1.0
0.20095013699119987 1.0 1.0 1.0 1.0
0.20098914202130558 1.0 1.0 1.0 1.0
0.20129990515338927 1.0 1.0 1.0 1.0
0.2013909922751948 1.0 1.0 1.0 1.0
0.201564426305716 1.0 1.0 1.0 1.0
0.20183566558225943 1.0 1.0 1.0 1.0
0.20162063239445974 1.0 1.0 1.0 1.0
0.20187441785125598 1.0 1.0 1.0 1.0
0.20164127898611187 1.0 1.0 1.0 1.0
0.20127787502724498 1.0 1.0 1.0 1.0
0.20134932660183494 1.0 1.0 1.0 1.0
0.20124302060061575 1.0 1.0 1.0 1.0
0.2010506693965576 1.0 1.0 1.0 1.0
0.20085682823227713 1.0 1.0 1.0 1.0
0.20096884131327647 1.0 1.0 1.0 1.0
0.2009082052535146 1.0 1.0 1.0 1.0
0.2009054381845303 1.0 1.0 1.0 1.0
0.20106204364646904 1.0 1.0 1.0 1.0
0.20103498490457444 1.0 1.0 1.0 1.0
0.20125794680927148 1.0 1.0 1.0 1.0
0.20127285971471093 1.0 1.0 1.0 1.0
0.2016494338576858 1.0 1.0 1.0 1.0
0.20193516033674805 1.0 1.0 1.0 1.0
0.20201178686246732 1.0 1.0 1.0 1.0
0.20121984639787216 1.0 1.0 1.0 1.0
0.20125031076313207 1.0 1.0 1.0 1.0
0.2010198325412421 1.0 1.0 1.0 1.0
0.20098429965058304 1.0 1.0 1.0 1.0
0.20106042065408403 1.0 1.0 1.0 1.0
0.20112740234800702 1.0 1.0 1.0 1.0
0.20149357337585821 1.0 1.0 1.0 1.0
0.20180380437929107 1.0 1.0 1.0 1.0
0.20171225164491607 1.0 1.0 1.0 1.0
0.2027517915707416 1.0 1.0 1.0 1.0
0.20208099019350753 1.0 1.0 1.0 1.0
0.2021104701207634 1.0 1.0 1.0 1.0
0.20162366552776945 1.0 1.0 1.0 1.0
0.20198459508841 1.0 1.0 1.0 1.0
0.20197437821831407 1.0 1.0 1.0 1.0
0.20192018091522723 1.0 1.0 1.0 1.0
0.20242471869551001 1.0 1.0 1.0 1.0
0.2018147396230656 1.0 1.0 1.0 1.0
0.20218184187605576 1.0 1.0 1.0 1.0
0.2017390842321341 1.0 1.0 1.0 1.0
0.2015299975820074 1.0 1.0 1.0 1.0
0.20138025657966435 1.0 1.0 1.0 1.0
0.20116761797079338 1.0 1.0 1.0 1.0
0.20127266016646686 1.0 1.0 1.0 1.0
0.20090200595473245 1.0 1.0 1.0 1.0
0.20093260335215507 1.0 1.0 1.0 1.0
0.20097376350329665 1.0 1.0 1.0 1.0
0.20097413599335223 1.0 1.0 1.0 1.0
0.20116785742868626 1.0 1.0 1.0 1.0
0.2009500305654697 1.0 1.0 1.0 1.0
0.2011569753977768 1.0 1.0 1.0 1.0
0.20124775654560811 1.0 1.0 1.0 1.0
0.20137650507267602 1.0 1.0 1.0 1.0
0.20148183993910745 1.0 1.0 1.0 1.0
0.20163456086189516 1.0 1.0 1.0 1.0
0.201517199887955 1.0 1.0 1.0 1.0
0.2012730060500899 1.0 1.0 1.0 1.0
0.20133420084493517 1.0 1.0 1.0 1.0
0.20127826082051684 1.0 1.0 1.0 1.0
0.20126973345888732 1.0 1.0 1.0 1.0
0.20119180321797353 1.0 1.0 1.0 1.0
0.20115708182350697 1.0 1.0 1.0 1.0
0.20158297098919736 1.0 1.0 1.0 1.0
0.20190340555950986 1.0 1.0 1.0 1.0
0.2023117477829392 1.0 1.0 1.0 1.0
0.20254444764194637 1.0 1.0 1.0 1.0
