loss accuracy
1.0671812421670663 0.5592850915431561
0.8327275935524738 0.6525719267654752
0.8117355439802202 0.6399302528334786
0.7929494869428401 0.6791630340017437
0.7834264061818875 0.6830863121185702
0.7615642198397995 0.7162162162162162
0.7423362299579065 0.7528334786399302
0.7205323649159492 0.7650392327811683
0.7074129990941042 0.7746294681778553
0.6902374826313208 0.7929380993897123
0.6568204419136879 0.8230165649520488
0.6778817746362794 0.8077593722755013
0.6593551835290432 0.8186573670444638
0.6284569205672407 0.8557105492589363
0.6002758129222973 0.8692240627724499
0.5904909248651373 0.8775065387968614
0.5452705256920227 0.9102005231037489
0.5682557695516838 0.8866608544027899
0.5410476591447798 0.9062772449869224
0.5249584833226624 0.9215344376634699
0.5006782511783456 0.9341761115954664
0.488491972945728 0.9433304272013949
0.48356786726242373 0.9507410636442895
0.49536313736241283 0.9394071490845685
0.4604164928379741 0.9655623365300785
0.4429862996029043 0.981691368788143
0.43067113981105604 0.986050566695728
0.42367338198833915 0.987794245858762
0.4139078634140693 0.994768962510898
0.40696023211026044 0.9986922406277245
0.4059036374611759 0.998256320836966
0.4045469222530242 0.9986922406277245
0.4042730356364429 0.999128160418483
0.4045162184298714 0.998256320836966
0.4040460561604321 0.998256320836966
0.4062266927650937 0.997384481255449
0.4048621020529098 0.9978204010462075
0.40243559540513296 0.999128160418483
0.4006936988730792 1.0
0.40020767916984523 1.0
0.3994010253480547 1.0
0.3991388987746567 1.0
0.3990624318875327 1.0
0.3987113866165813 1.0
0.3984852585464118 1.0
0.398445854419818 1.0
0.3984085522013949 1.0
0.3982207906069502 1.0
0.39826227003528225 1.0
0.39822103006484305 1.0
0.39801001444835715 1.0
0.39775674781699544 1.0
0.397741050021796 1.0
0.3977819707150447 1.0
0.39756933210617373 1.0
0.3976295158565824 1.0
0.39757726082307104 1.0
0.3975640108196654 1.0
0.3974629595888731 1.0
0.3975512663384781 1.0
0.39742390134590233 1.0
0.39754692948997383 1.0
0.39748613379161674 1.0
0.39736047161072363 1.0
0.3973335991138568 1.0
0.3971630518812663 1.0
0.39714261814107454 1.0
0.39716651071749676 1.0
0.3970250177092415 1.0
0.39715554886728965 1.0
0.397085733588301 1.0
0.39710023409403605 1.0
0.3969453580502125 1.0
0.3970488038599335 1.0
0.39698095745695294 1.0
0.39690087209500324 1.0
0.39682150510673225 1.0
0.39682536303945076 1.0
0.3969653660874837 1.0
0.3966823800709732 1.0
0.39680101815367536 1.0
0.39673593881967906 1.0
0.3967305377138731 1.0
0.3965872354682051 1.0
0.39659093376232835 1.0
0.3966824332838383 1.0
0.3966207063603422 1.0
0.3966632500459759 1.0
0.39659910193711856 1.0
0.3965737992197717 1.0
0.3965178724985696 1.0
0.3964396761933304 1.0
0.3964280225758773 1.0
0.3964788408620314 1.0
0.39650933183372383 1.0
0.39639875550008175 1.0
0.3963988087129468 1.0
0.39632955216904153 1.0
0.3963500125156659 1.0
0.39630121631838494 1.0
0.39636102757873803 1.0
0.39627828157353423 1.0
0.39627309331918864 1.0
0.39619284831864376 1.0
0.39620686990859305 1.0
0.39617925243161506 1.0
0.3961510762195537 1.0
0.3961742770287298 1.0
0.39617808174858327 1.0
0.39608344266803347 1.0
0.39608346927446597 1.0
0.3962610938181125 1.0
0.396152220296153 1.0
0.3961354050307868 1.0
0.39613508575359635 1.0
0.3960785204780133 1.0
0.396128434145461 1.0
0.3960522333226624 1.0
0.3961091178754359 1.0
0.3960249351228749 1.0
0.3960510626396306 1.0
0.39602232769248585 1.0
0.3960056720657149 1.0
0.3959465791790404 1.0
0.39605909778225806 1.0
0.3960772965821164 1.0
0.3959457277731991 1.0
0.3959816730635626 1.0
0.3959519536784138 1.0
0.39592005256579665 1.0
0.39594229554340127 1.0
0.39591223027462946 1.0
0.3958330229249537 1.0
0.39590478047351785 1.0
0.3959050465378433 1.0
0.395902279468859 1.0
0.395843159975752 1.0
0.3958343266401482 1.0
0.3958713095813808 1.0
0.39578302943820837 1.0
0.39582112984960766 1.0
0.39584449029737906 1.0
0.3957926077539233 1.0
0.39572885874155406 1.0
0.39570847821422733 1.0
0.3957482814373093 1.0
0.3956989531113775 1.0
0.3957109792188862 1.0
0.3956583516953193 1.0
0.3957497447910991 1.0
0.39575147420921425 1.0
0.39565350932459675 1.0
0.39577435574119985 1.0
0.3956784395518881 1.0
0.39564270711298494 1.0
0.395705711145243 1.0
0.39576722521727875 1.0
0.3957589772231909 1.0
0.39578499831421643 1.0
0.3957071744990328 1.0
0.39571310773348956 1.0
0.3956895876471229 1.0
0.3956474962708424 1.0
0.3955971569004741 1.0
0.3957056047195129 1.0
0.3956385565095085 1.0
0.39568767198397997 1.0
0.3955544269698126 1.0
0.39561705851201506 1.0
0.3955801819965126 1.0
0.3956784129454555 1.0
0.39556355297617424 1.0
0.395543784396796 1.0
0.3955892281835767 1.0
0.39555192596515365 1.0
0.3956242422488012 1.0
0.39562073019970573 1.0
0.3956930464833533 1.0
0.3956695796098518 1.0
0.39573034870177637 1.0
0.3956171383313127 1.0
0.3956420153457389 1.0
0.3955362813828193 1.0
0.3955240158174177 1.0
0.39555493249203083 1.0
0.3956153557003324 1.0
0.3954896137001417 1.0
0.39554883961897885 1.0
0.3955312793735015 1.0
0.3955014535626226 1.0
0.39551696511279427 1.0
0.39544848015543266 1.0
0.39550355547079336 1.0
0.3954985800679081 1.0
0.39547822614701394 1.0
0.39554003288980766 1.0
0.3956093958594431 1.0
0.39556741090889275 1.0
0.395536414414982 1.0
