loss accuracy
0.694730457681724 0.6076721883173496
0.6515074566123583 0.6281604184829991
0.6321140279329228 0.6394943330427202
0.6206807649540922 0.6560592850915432
0.6103385253480547 0.6852659110723627
0.5947372050730165 0.7144725370531823
0.5922293891673932 0.7319093286835222
0.5695619857508718 0.7484742807323452
0.5605904031236377 0.7502179598953792
0.5441489049218069 0.7659110723626853
0.5315586878303454 0.7837837837837838
0.5309014557337075 0.7641673931996512
0.5116116857154533 0.7959895379250218
0.4894540083335604 0.8156059285091544
0.4904774513676983 0.8073234524847428
0.4842630401318657 0.8212728857890148
0.45290384733271577 0.8400174367916303
0.43333627955229675 0.8548387096774194
0.4184325533320619 0.8639930252833479
0.4110886724284138 0.8700959023539668
0.39694280383268854 0.8831734960767219
0.38624765650542175 0.8866608544027899
0.3569315716611269 0.9145597210113339
0.3235785992330536 0.9350479511769835
0.31483221345085005 0.9389712292938099
0.32481808649942784 0.9333042720139494
0.3348212005162925 0.93025283347864
0.3271013973272668 0.9311246730601569
0.29499102511817515 0.95640802092415
0.2725378300900447 0.9725370531822145
0.2633715415894725 0.9755884917175239
0.2513153954184149 0.985178727114211
0.24230994280255558 0.9891020052310375
0.23590856816525446 0.9934612031386225
0.22827132473640474 0.9986922406277245
0.22741802983836912 0.9978204010462075
0.2269339790111432 0.9986922406277245
0.22020029003139985 0.9986922406277245
0.21804117803066422 1.0
0.2122467227260653 0.9995640802092415
0.20944579705634944 1.0
0.20781567414740218 0.9995640802092415
0.20588916888315986 1.0
0.2053018318848082 1.0
0.20437112557129333 1.0
0.20336001461863829 1.0
0.20261246698673852 1.0
0.20222224374386988 1.0
0.20218407681638922 1.0
0.20174832996744224 1.0
0.20168189370538633 1.0
0.20165641804622794 1.0
0.2016109742594472 1.0
0.2016227875154956 1.0
0.20146575635063618 1.0
0.20135487404301983 1.0
0.20131190465446544 1.0
0.20125794680927148 1.0
0.2012371804886729 1.0
0.20122003264289995 1.0
0.2011026716689598 1.0
0.20124224901407203 1.0
0.20104709083138078 1.0
0.20118698745368352 1.0
0.20118821134958043 1.0
0.2010190609546984 1.0
0.20097361716791767 1.0
0.2010259653239429 1.0
0.20104908631382137 1.0
0.2009955807779806 1.0
0.20113989406808522 1.0
0.2010247015183972 1.0
0.20120159438514876 1.0
0.2010346390209514 1.0
0.20093491811178618 1.0
0.20088984681506103 1.0
0.20079150944038796 1.0
0.20083003555470794 1.0
0.20090549139739539 1.0
0.20090739375732208 1.0
0.20063538289423496 1.0
0.20075231816525446 1.0
0.20060582314768144 1.0
0.2006782724634917 1.0
0.20076618011660854 1.0
0.20065759926540705 1.0
0.2007487662065102 1.0
0.20071387187023212 1.0
0.20076439748562827 1.0
0.20081545522967523 1.0
0.20078932771291957 1.0
0.20053457112133555 1.0
0.20080981466597647 1.0
0.20061282063943983 1.0
0.2007448949705754 1.0
0.20076321349938017 1.0
0.20050091398417066 1.0
0.2005988921720044 1.0
0.20061859423530132 1.0
0.20068492407162708 1.0
0.20051788888813207 1.0
0.20056128397960712 1.0
0.20051453647763187 1.0
0.20059906511381592 1.0
0.2005227844717197 1.0
0.20036205501273704 1.0
0.20051945866765203 1.0
0.2006029363497507 1.0
0.2004801875732209 1.0
0.20055009597472345 1.0
0.20051512181914777 1.0
0.2006223324390734 1.0
0.20053552895290705 1.0
0.20038759718797677 1.0
0.20038929999965943 1.0
0.2003419937626008 1.0
0.2005254185085413 1.0
0.20059241350568058 1.0
0.20076729758677528 1.0
0.2005688801160977 1.0
0.20071215575533322 1.0
0.20061353901311846 1.0
0.20051948527408456 1.0
0.20041520136173852 1.0
0.20050020891370832 1.0
0.20037581053836095 1.0
0.200604572645352 1.0
0.20052516574743215 1.0
0.20047688837558578 1.0
0.20037022318752726 1.0
0.20051903296473136 1.0
0.20039796039345167 1.0
0.20049853270845822 1.0
0.2005590623424899 1.0
0.2005045324589963 1.0
0.2004982134312677 1.0
0.20058670642590046 1.0
0.20055020240045363 1.0
0.20071514897899412 1.0
0.20069790801070728 1.0
0.2007581715804136 1.0
0.20067795318630122 1.0
0.20059438238168864 1.0
0.20048322070653063 1.0
0.20043753746185702 1.0
0.20049991624295035 1.0
0.2006090292228027 1.0
0.2008448021247684 1.0
0.2009221071145175 1.0
0.2010474367150038 1.0
0.20082929057459678 1.0
0.2005581178141347 1.0
0.2006095746546698 1.0
0.20061521521836856 1.0
0.20057816576105467 1.0
0.20056858744533976 1.0
0.2004986258309721 1.0
0.2004875043421698 1.0
0.20057735426486215 1.0
0.20050137959674014 1.0
0.20059814719189326 1.0
0.2006242347990001 1.0
0.200594941116772 1.0
0.2006581180908416 1.0
0.20063398605652655 1.0
0.2007200977754468 1.0
0.2006279730027722 1.0
0.2006156542245055 1.0
0.2004875043421698 1.0
0.20063732516381047 1.0
0.20070099435688207 1.0
0.2008656083550158 1.0
0.20068401945292066 1.0
0.20082577852550132 1.0
0.2008483540835127 1.0
0.2007252860297924 1.0
0.20076812238618408 1.0
0.20085560433638022 1.0
0.2007819178214568 1.0
0.2008503894756021 1.0
0.2008212820384018 1.0
0.20089382447672596 1.0
0.20078805060415758 1.0
0.2010003433294055 1.0
0.20118628238322117 1.0
0.20121943399816777 1.0
0.2015559388537353 1.0
0.20151286303945073 1.0
0.2010251405245341 1.0
0.2012402668348477 1.0
0.20121282229968124 1.0
0.2011415436669028 1.0
0.2009656485413715 1.0
0.20078997957051684 1.0
0.20062459398583943 1.0
0.2005923070799504 1.0
0.20059205431884128 1.0
0.2007407709735315 1.0
0.2006419014702076 1.0
